idname,roottype,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14
106,primaryroot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1.25239351,3.05315525,3.14517994,3.03430275,3.4882149,5.4569158,8.4779209,12.2560563,15.1167806,17.8604184,20.100379,23.154002,24.716497,27.905207
106,sum_root,2,4,4,4,4,9,15,27,30,40,42,45,52,53,1.25239351,3.27704663,3.39511691,3.27900887,4.1244203,9.29191141,19.87872969,32.17823967,41.69418559,45.17232981,51.31260791,58.25845551,63.74116342,70.37948981
114,Lateralroot,1,2,2,4,6,7,8,9,12,13,14,16,16,16,0.30066544,0.77574181,0.77657662,0.98497928,1.656082807,2.084138823,2.084138823,2.084138823,2.333986153,4.55704016,5.135235639,6.295429202,7.135132358,11.32401459
114,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.87622836,3.4424768,3.588954,4.1838334,4.3809283,5.23609948,8.4869735,9.0702263,9.5732643,10.3352116,11.1325146,12.4375337,13.849484,15.5391665
114,sum_root,4,5,5,7,9,10,11,12,15,16,17,19,19,19,3.1768938,4.21821861,4.36553062,5.16881268,6.037011107,7.320238303,9.740148805,10.47672024,11.90725045,14.89225176,16.26775024,18.7329629,20.98461636,26.86318109
117,Lateralroot,0,0,0,0,0,0,0,0,1,7,8,8,10,10,0,0,0,0,0,0,0,0,0.17881687,2.691451226,5.59085368,7.67521962,11.05089648,14.31936343
117,primaryroot,4,6,6,7,7,7,7,7,7,7,7,7,7,7,1.33210097,2.07847992,2.04734797,2.47867298,4.18706483,6.68671345,9.20587869,13.29288944,17.79134737,22.0709232,24.14022905,27.6632206,29.89803635,30.55256315
117,sum_root,4,6,6,7,7,7,7,7,8,14,15,15,17,17,1.33210097,2.07847992,2.04734797,2.47867298,4.18706483,6.68671345,9.20587869,13.29288944,17.97016424,24.76237443,29.73108273,35.33844022,40.94893283,44.87192658
117,Lateralroot,0,0,0,0,0,1,1,4,6,7,9,13,16,16,0,0,0,0,0,0.08255228,0.37194833,1.38310999,3.095696638,4.29449062,6.189139087,7.84422833,10.89581206,14.95783219
117,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.73680957,1.78619112,1.81071119,1.8611799,1.94844313,2.13853964,3.86369166,6.60291157,8.82907974,10.04740257,11.4537338,12.43673005,12.87270295,12.91055836
117,sum_root,3,3,3,3,3,4,4,7,9,10,12,16,19,19,1.73680957,1.98619112,1.61071119,1.9611799,1.84844313,2.22109192,4.23563999,7.98602156,11.92477638,14.34189319,17.64287289,20.28095838,23.76851501,27.86839055
117,Lateralroot,0,0,0,0,0,1,2,5,7,7,10,10,10,15,0,0,0,0,0,1.242856,3.60654347,7.31207965,8.45697024,15.0803489,16.03096288,18.60789289,19.11443311,24.94580045
117,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1.83141207,1.89962488,2.12281806,2.22500863,2.4201883,5.0137491,8.3102483,9.7443115,12.14829575,16.8121907,18.3466682,20.112061,20.8771503,25.93481105
117,sum_root,3,3,3,3,3,4,5,8,10,10,13,13,14,19,1.83141207,1.89962488,2.42281806,2.22500863,2.4201883,6.2566051,11.91679177,17.05639115,20.60526599,31.8925396,30.37763108,32.71995389,34.99158341,40.8806115
119,Lateralroot,0,4,8,11,15,27,42,45,52,52,52,59,61,71,0,1.42682009,4.18076107,5.5291967,11.2550791,22.61994707,41.35726483,57.85804707,77.75617655,85.13653362,86.80043471,100.5658075,103.9409561,108.0215387
119,primaryroot,1,1,1,1,1,1,1,1,2,2,3,3,3,3,0.3739092,4.3633966,7.2504077,8.74098,10.680847,10.91279,12.041175,12.562995,12.67029645,12.7452472,13.61190496,13.643587,13.9263316,14.1634934
119,sum_root,1,5,9,12,16,28,43,46,54,54,55,60,64,74,0.3739092,5.79021669,11.43116877,14.2701767,21.9359261,33.53273707,53.39843983,70.42104207,90.126473,97.88178082,100.4123397,111.2093945,107.8672877,122.1850321
120,Lateralroot,0,0,3,3,3,4,4,4,7,7,7,7,7,7,0,0,0.44192475,0.70861363,1.14061064,1.29280369,1.3701411,1.41462043,1.422375284,1.5010606,1.71429487,1.82149042,1.827192325,1.828975795
120,primaryroot,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0.4511211,1.12003898,1.90965006,2.5822743,2.6446352,2.66710386,2.76769146,2.7760213,2.9068683,2.9708566,2.980031474,3.0824058,3.3893226
120,sum_root,1,1,5,5,5,6,6,6,9,9,9,9,9,9,0,0.4511211,1.56196373,2.61826369,3.72288494,4.13743889,4.03724496,4.24231189,4.629977414,4.1079289,4.18515147,4.72180516,4.909598125,5.218298395
123,Lateralroot,0,0,0,0,0,1,2,4,4,4,4,4,4,4,0,0,0,0,0,0.2904163,0.77111896,2.08951233,2.43287875,2.65219974,2.65550163,2.960230401,3.46893938,3.46893938
123,primaryroot,4,6,6,6,9,9,11,11,11,11,11,11,11,11,4.9633156,5.42940363,5.90574361,6.35582572,9.05256476,11.48023448,16.46247949,19.49085997,25.8332503,26.62480221,30.1911715,30.9295345,32.82501486,37.82501486
123,sum_root,4,6,6,6,10,10,13,14,16,15,15,15,15,15,4.9633156,5.92940363,5.90574361,6.35582572,9.05256476,11.77065078,17.23359845,21.5803723,28.26612905,29.27700195,33.84667313,33.53183851,33.29395424,33.29395424
123,Lateralroot,0,0,0,0,9,12,15,15,15,15,15,15,17,18,0,0,0,0,1.702103811,3.039049788,3.856563926,5.279569762,6.18957679,6.23896203,6.34012906,6.66048383,6.86614069,7.730583774
123,primaryroot,3,3,3,5,8,8,9,9,10,10,10,10,10,10,3.33685977,9.27153927,9.40808925,9.494791,13.006905,14.67704962,17.56952329,19.79724001,20.03817613,20.41908132,20.7058942,20.96901434,21.46666857,22.73307617
123,sum_root,3,3,3,5,17,20,24,23,25,25,25,25,27,28,3.33685977,9.27153927,9.40808925,9.494791,14.70900881,17.71609941,21.42608722,25.07680977,27.02775292,26.35804335,26.64602326,28.62949817,28.33280926,30.46365994
126,Lateralroot,0,0,0,0,0,5,13,19,19,35,52,100,147,169,0,0,0,0,0,1.348470705,4.244883556,9.094344378,9.09698379,23.11662446,54.08011056,77.43,132.5709762,133.7936577
126,primaryroot,4,6,6,6,7,7,7,7,7,7,8,8,8,8,1.95999649,4.3419838,8.39482503,11.76687493,18.2914846,23.50505833,30.61735828,33.8094886,37.00161892,39.90840536,43.03259572,43.91332293,44.79405014,45.69902637
126,sum_root,4,6,6,6,7,12,20,26,26,42,60,0,155,177,1.95999649,4.3419838,8.39482503,11.76687493,18.2914846,24.85352904,34.86224184,52.06472904,46.09860271,63.02502982,97.11270628,0,177.3650263,176.492684
126,Lateralroot,0,0,0,3,8,11,15,16,26,26,28,32,52,62,0,0,0,0.43503371,1.067704713,2.162214094,3.977001308,6.692748545,12.76979262,23.6498612,33.17563458,37.19466904,46.71724411,54.54927534
126,primaryroot,3,4,4,4,5,5,5,5,5,5,5,5,5,5,3.9386413,4.773761363,7.11619906,11.3288183,13.70752589,15.7542784,19.37154233,21.51059402,25.67214101,26.71351618,32.7255804,37.7710955,40.630532,40.5020191
126,sum_root,3,4,4,7,13,16,20,21,31,31,33,37,57,67,3.9386413,4.773761363,7.11619906,11.76385201,14.7752306,17.91649249,23.34854364,28.20334257,38.44193363,50.36337738,65.90121498,74.96576454,87.34777611,95.05129444
131,Lateralroot,0,0,0,4,15,15,19,30,33,57,58,61,71,71,0,0,0,1.06290305,8.29083169,17.016486,22.49420122,27.79771388,44.37277554,73.81574976,78.7380691,91.23287113,103.8242239,103.8242239
131,primaryroot,5,5,5,5,5,5,7,7,7,8,8,8,8,8,13.6800678,13.89689205,14.1137163,16.4921841,16.3885278,16.2848715,21.82751297,25.8,27.37015443,32.24003714,32.2814955,32.44576979,32.61004407,34.34412533
131,sum_root,5,5,5,9,20,20,26,37,40,65,66,69,79,79,13.6800678,16.3658786,14.1137163,17.55508715,26.27259689,33.3013575,49.86435565,60.03775102,70.18983288,103.665354,111.0195646,125.5769965,136.4342679,136.4342679
131,Lateralroot,0,0,0,7,16,18,19,27,36,74,82,90,91,92,0,0,0,1.706925924,5.939623322,8.891063742,14.90583082,27.2448088,31.21725837,65.80856536,68.4,71.64325984,73.5,85.94868006
131,primaryroot,3,7,8,8,8,8,8,8,8,8,8,8,8,8,0.71051636,6.88165345,12.38970747,21.61231647,29.80377951,38.06538094,45.3622635,56.35207129,62.82278482,66.820373,68.1,73.6399246,74.2,76.07892715
131,sum_root,3,7,8,15,24,26,27,35,44,82,0,98,0,100,0.71051636,6.88165345,12.38970747,23.31924239,35.74340283,46.95644468,60.26809432,83.59688009,94.04004319,132.6289384,0,145.2831844,0,162.0276072
135,Lateralroot,0,0,0,0,0,0,0,0,4,7,11,18,19,19,0,0,0,0,0,0,0,0,0.6755943,2.04489268,2.325230747,3.841667031,4.32901332,4.32901332
135,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.25730405,0.19350752,0.6759829,1.20444572,2.1177554,2.914695,3.9994206,6.9772983,10.031928,12.7701343,14.5040149,14.8227468,15.135265,15.135265
135,sum_root,2,2,2,2,2,2,2,2,6,9,13,20,21,0,0.25730405,0.19350752,0.6759829,1.20444572,2.1177554,2.914695,3.9994206,6.9772983,10.7075223,14.81502698,16.82924565,18.66441383,19.46427832,19.46427832
137,Lateralroot,0,0,0,1,5,8,11,17,18,21,21,22,22,23,0,0,0,0.1397012,0.775511799,2.50921642,4.01056543,6.559192906,7.268598136,7.280530719,7.53,7.891608989,8.310046041,8.568311968
137,primaryroot,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.98514459,7.21631936,9.39301054,12.03863642,16.1330071,20.12074133,24.1772038,30.5085898,33.73877906,34.94892135,40.74282035,43.91126658,47.61586745,50.222811
137,sum_root,7,7,7,8,12,15,18,24,25,28,28,29,29,30,4.98514459,7.21631936,9.39301054,12.17833762,16.9085189,22.62995775,28.18776923,37.06778271,41.0073772,42.22945207,49.05286639,51.80287557,55.14687386,58.79112297
137,Lateralroot,0,0,0,0,2,3,5,6,7,11,13,13,13,13,0,0,0,0,0.18006193,0.36419093,0.40478424,2.940728465,4.392101,6.26300568,9.1222,10.49051254,10.65859369,11.85882508
137,primaryroot,1,2,2,2,3,3,4,4,4,4,4,4,4,4,0.19473514,2.45296685,3.6871266,5.217707,6.87953802,8.73651551,11.03153935,12.41893614,14.684777,14.94328777,19.84372222,20.22273342,20.49953659,20.87590456
137,sum_root,1,2,2,2,5,6,9,10,11,15,17,17,17,17,0.19473514,2.45296685,3.6871266,5.217707,7.05959995,9.10070644,11.43632359,15.35966461,19.076878,21.20629345,32.73472964,30.88132711,28.94706196,30.69600143
144,Lateralroot,0,0,0,0,0,1,3,6,6,6,7,7,9,9,0,0,0,0,0,0.1486305,0.40501857,0.798434004,0.9638089,1.250044155,1.53627941,1.637963815,1.68879,3.551167077
144,primaryroot,5,5,5,6,6,6,6,7,7,7,7,7,8,8,3.38296501,3.48234282,3.52870884,3.6026106,3.65203443,3.68292326,4.0971006,4.24585823,4.71185838,6.12864891,7.128582202,7.54543944,9.99208641,11.40455715
144,sum_root,5,5,5,6,6,7,9,13,13,13,14,14,17,16,3.52870884,3.68292326,3.65203443,3.6026106,3.38296501,3.63097332,4.6508768,5.510292384,5.131004305,0.487627761,6.423785835,9.08171885,13.54325349,13.09024197
144,Lateralroot,0,0,0,0,3,4,5,5,7,7,12,15,21,24,0,0,0,0,0.74209615,0.84329999,1.04758298,5.19008031,7.75149499,8.10743493,10.5805495,14.59978407,15.43334,19.04500593
144,primaryroot,3,3,3,3,3,3,3,3,3,3,5,5,5,5,0.58216075,0.81938012,0.89783862,1.24773987,2.2403984,2.44130522,4.0366047,4.43646518,4.44622017,4.4666391,7.70160283,9.81400835,14.51711916,17.52589876
144,sum_root,3,3,3,3,6,7,8,8,10,10,17,20,26,29,0.81938012,0.58216075,0.89783862,1.24773987,3.08369839,3.18340137,5.08418768,9.62654549,12.19771516,12.57407403,18.28215233,29.11690323,36.57090469,25.22748451
146,Lateralroot,0,0,0,0,0,0,1,5,5,13,20,27,27,28,0,0,0,0,0,0,1.188156,2.48316595,4.113429115,4.11482287,10.06135339,14.34453636,19.5610692,27.05949173
146,primaryroot,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0.58417895,2.27952074,4.87917682,8.033408,11.39318845,15.49683807,22.2637172,24.1810374,28.1106534,32.7686613,38.0577333,41.8465112,45.9244245,48.389062
146,sum_root,3,3,3,3,3,4,5,9,9,17,24,31,31,32,0.58417895,2.27952074,4.87917682,8.033408,11.39318845,15.49683807,25.3691934,30.59381935,36.88348417,26.37714632,48.11908669,56.19104756,65.4854937,75.44855373
146,Lateralroot,0,0,0,1,2,3,3,6,7,8,9,9,9,12,0,0,0,0.11208112,0.50397176,0.871080302,2.372605535,2.775917334,2.838947934,2.884690645,2.921054061,2.9590894,4.215037201,4.97388266
146,primaryroot,4,4,4,4,4,4,4,4,5,5,5,5,5,5,0.84201671,0.87437862,0.90719805,1.010615328,1.69569176,3.17297372,5.06701473,6.41881007,13.17237136,13.36438757,15.18501765,17.08164725,17.09512792,18.82553227
146,sum_root,4,4,4,5,6,7,7,10,12,13,14,14,13,17,0.84201671,0.90719805,0.87437862,1.122696448,2.19966352,4.044054022,8.02610413,11.39269273,15.73699311,18.02396558,16.05706201,20.00270131,19.87104525,23.04056947
146,Lateralroot,0,0,0,0,0,1,2,5,8,14,19,20,21,21,0,0,0,0,0,0.16167244,0.625965811,0.740378219,0.83793703,1.735108038,3.069156417,6.230897479,7.711535314,8.474892856
146,primaryroot,1,2,2,2,2,2,3,3,3,3,4,4,4,4,0.117848426,0.30067512,0.33262548,0.41985288,0.87195353,1.99150024,4.11729147,5.58486189,7.24459426,8.89453815,10.54516573,11.8920439,12.4141386,12.73417657
146,sum_root,1,2,2,2,2,3,5,8,11,17,23,24,25,25,0.117848426,0.30067512,0.33262548,0.41985288,0.87195353,2.15317268,4.743257281,6.325240109,8.08253129,10.62964619,13.61432215,18.96507405,19.60357921,20.88903146
157,Lateralroot,0,5,7,8,10,10,14,17,17,22,23,23,26,28,0,1.66332045,3.493221075,6.38538055,9.81977503,13.30966462,17.80334085,23.16824072,27.03964974,31.26821831,32.83510395,34.50243853,35.3,36.91613167
157,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.22885737,2.33714663,3.2206609,4.25393523,5.95639664,7.6507993,8.90607431,10.7864159,12.37914483,13.22527495,14.9310504,14.9721056,15.1,15.6013417
157,sum_root,3,8,10,11,13,13,17,20,20,25,26,26,0,31,1.22885737,4.00046708,6.713881975,10.63931578,15.77617167,20.96046392,26.70941516,33.95465662,39.41879457,46.0603789,46.24032391,49.43348893,50.38221,52.51747337
157,Lateralroot,0,0,2,7,10,11,14,18,21,26,29,32,32,32,0,0,0.90420023,1.76656186,2.120685087,2.536492841,3.981489079,5.437430441,8.567083657,11.71860035,16.40771073,17.05848553,17.76755813,19.00000894
157,primaryroot,3,4,5,6,6,6,6,6,6,6,6,6,6,6,0.59623283,2.48411844,6.15195962,11.10647143,14.66796965,18.82029085,23.93636932,28.41437363,31.39835826,32.69254654,35.96035837,36.04931877,37.43293884,38.64397766
157,sum_root,3,4,7,13,16,17,20,24,27,32,35,38,38,38,0.59623283,2.48411844,7.05615985,12.87303329,16.78865474,21.35678369,27.9178584,33.85180407,39.96544192,44.41114689,52.4570295,53.0188439,55.20049697,57.6439866
157,Lateralroot,0,2,3,6,6,10,14,17,20,25,27,28,28,30,0,0.47050651,0.762956704,0.98330353,2.007436416,5.051555327,6.80605543,9.649516005,11.77098141,17.19352711,18.16949449,20.00466662,22.46726673,24.71838201
157,primaryroot,4,4,7,9,9,9,9,9,9,10,10,10,10,10,0.56663934,3.09205202,6.84716288,8.64304959,13.24058172,16.75889295,21.69131518,23.42600886,24.84242784,25.02114196,28.90434416,29.58089951,31.00618946,31.81938704
157,sum_root,4,6,10,15,15,19,23,26,29,35,37,38,38,40,0.56663934,3.56255853,7.83046641,9.406006294,15.24801814,21.81044828,28.49737061,33.07552487,36.61340925,42.21466907,47.07383865,49.58556613,53.47345619,56.53776905
160,Lateralroot,0,0,0,1,7,8,8,11,13,13,15,15,15,17,0,0,0,0.27805352,4.304043855,7.964030386,8.05450322,12.92027488,17.92326539,23.957616,26.07953328,26.61938914,27.21601355,27.66509312
160,primaryroot,3,3,3,3,3,3,5,5,6,7,7,7,7,7,0.87677592,1.90105268,2.74616656,3.7192133,4.8683807,7.9423273,14.0428859,17.6015686,20.7942024,22.17380359,25.48811,29.7897649,30.1703776,34.6027724
160,sum_root,3,3,3,4,10,11,13,16,19,20,22,22,22,24,0.87677592,1.90105268,2.74616656,3.99726682,9.172424555,15.99683052,22.00691629,30.52184348,43.41137539,53.7473809,61.81878595,47.41359154,49.83889671,56.24991088
165,Lateralroot,0,0,1,6,6,20,32,46,57,66,66,75,83,92,0,0,0.098990075,1.829852357,3.360877795,10.66336741,17.26738852,31.94761743,42.87919588,52.69588962,53.10072774,72.86802314,77.16818169,91.98836277
165,primaryroot,0,0,5,5,5,6,6,6,6,6,6,6,6,6,0,0,2.81945689,7.71385501,10.459107,12.61403296,12.91556398,13.2790119,14.8109988,15.98182495,16.30804824,16.64585425,18.25408917,19.39362754
165,sum_root,0,0,6,11,11,26,38,52,63,72,72,81,89,98,0,0,2.918446965,12.28895936,11.07473281,23.27740037,30.54640042,46.75861623,55.79475986,69.40877598,68.67771457,89.51387739,95.42227086,111.3819903
167,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,primaryroot,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.17705622,0.30973992,0.30736765,0.62272877,1.0583237,1.1942081
167,sum_root,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.17705622,0.30973992,0.30736765,0.62272877,1.0583237,1.1942081
167,Lateralroot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,primaryroot,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.18668954,0.2483288,0.2782266,0.29290295,0.28745693,0.3161355,0.3424181
167,sum_root,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.18668954,0.2483288,0.2782266,0.29290295,0.28745693,0.3161355,0.3424181
172,Lateralroot,0,6,8,11,27,33,42,51,64,83,101,101,102,102,0,0.63721705,1.16566901,2.261535931,13.67145278,19.98883189,35.12092941,47.22388073,62.58007158,77.4,92.03420126,92.5,92.66553243,92.66553243
172,primaryroot,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.6459516,9.13293535,9.8079193,10.7844389,11.7809798,14.4486092,14.72180935,15.5116155,15.63528877,16.3,16.9444342,17.9718205,18.4,18.4
172,sum_root,2,8,10,13,29,35,44,53,66,0,103,0,104,0,5.6459516,9.7701524,10.97358831,13.04597483,25.45243258,34.43744109,50.63254491,61.94569008,78.21536035,94.11069105,110.0060218,109.8079942,109.6099666,0
175,Lateralroot,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.09323039,0.122496404,0.1415266,0.22523235,0.5005992,0.5546085,0.5690071,0.5959394
175,primaryroot,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15312056,0.43894807,1.2378894,1.8778511,1.9380258,2.014061,2.062529,2.147906,2.1709104,2.2317793,2.2915173,2.2917237,2.3526328,2.4893394
175,sum_root,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0.15312056,0.43894807,1.2378894,1.8778511,2.2915173,2.014061,2.26414079,2.060522204,2.2894326,2.28776135,2.8607308,2.7863878,2.853232,3.0852788
176,Lateralroot,0,0,3,7,13,25,31,49,65,70,81,84,87,87,0,0,0.70268356,5.11811662,13.21492402,32.6942472,49.8142958,65.42118108,93.22809134,101.1823878,121.1271238,128.1771798,133.4748591,136.9464508
176,primaryroot,1,1,3,4,4,4,7,7,7,7,7,8,9,9,0.059968747,0.37374502,2.68656814,10.43215015,20.641448,30.4983557,43.0233101,44.6201854,48.18072568,51.6557431,53.65678555,57.8968038,58.6777861,71.30096035
176,sum_root,1,1,6,11,17,29,38,56,72,77,88,92,96,85,0.059968747,0.37374502,3.3892517,15.55026677,33.85637202,63.1926029,92.8376059,117.0769242,145.8025732,151.9058774,181.8339654,185.1271764,192.4280841,191.3716629
178,Lateralroot,0,2,9,10,21,28,37,41,44,46,51,52,58,60,0,0.29095689,4.483330934,7.52869476,14.08155999,23.26088924,34.38251075,42.83244168,46.84912627,64.84445939,71.83920314,73.37556715,74.08196508,89.00794414
178,primaryroot,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0.1007987,6.40952783,13.69785017,14.2173814,16.4652669,16.7412382,17.7500588,17.75237123,18.5541545,19.1218555,19.3344184,19.6372393,19.7755936,20.1339667
178,sum_root,1,6,13,14,25,32,41,45,48,50,55,56,62,64,0.1007987,6.70048472,18.1811811,21.74607616,30.54682689,41.01094804,54.15810435,62.46968098,65.40328077,84.17887779,93.50953385,93.20382058,88.58044134,106.7603154
178,Lateralroot,0,0,0,0,3,11,12,12,14,19,21,27,30,50,0,0,0,0,0.479440925,4.0159601,7.95416857,10.07116395,11.57992571,22.62972296,23.35998244,31.0448305,41.08845146,48.34000181
178,primaryroot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1.2339264,6.1406937,8.838327,10.6981388,14.1929996,17.7701323,18.86009003,20.2297812,21.8769928,23.3221889,29.948556,32.083147,35.133337,36.147016
178,sum_root,2,3,3,3,6,14,15,15,17,22,24,30,33,53,1.2339264,6.1406937,8.838327,10.6981388,14.67244053,21.7860924,28.18394977,31.94815675,34.90211461,41.48981299,53.30853844,63.1279775,76.22178846,84.48701781
186,Lateralroot,1,4,10,19,26,48,55,68,72,92,92,92,96,99,0.06386605,0.795281886,2.72707332,8.23142511,16.64678094,31.58163579,41.43672488,54.85734329,57.63175617,66.96909801,70.3,74.15260833,77.8,83.73236557
186,primaryroot,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2.2120824,4.2777136,6.7817887,11.7978055,18.209835,23.9718446,26.149839,31.414372,35.920851,37.5,37.560709,38.558304,38.739496,39.2
186,sum_root,3,6,12,21,28,51,57,70,74,94,0,94,0,101,2.27594845,5.072995486,9.50886202,20.02923061,34.85661594,55.55348039,67.58656388,86.27171529,93.55260717,105.527402,109.2097532,112.8921043,117.0925894,121.2930746
186,Lateralroot,0,0,0,0,6,11,15,17,23,31,38,53,57,57,0,0,0,0,1.359531448,4.32651539,6.10627378,8.56938297,11.07101258,15.4,19.04085633,23.40970333,31.8955319,34.41690777
186,primaryroot,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.47024742,1.6138215,3.6441176,4.659144,6.0796084,7.7701626,8.33,9.398358,10.052598,10.136368,10.543514
186,sum_root,0,0,0,1,7,12,16,18,24,0,39,54,58,58,0,0,0,0.47024742,2.973352948,7.97063299,10.76541778,14.64899137,18.84117518,23.64019475,28.43921433,33.54607133,42.4390459,44.46950577
186,Lateralroot,4,14,19,32,45,55,76,76,106,107,121,142,157,161,0.63229906,4.434149142,7.1426379,17.73891618,45.41309471,61.08791502,61.68680154,72.96177197,88.98145707,91.94387749,97.70671004,103.2642225,119.2239926,125.4914118
186,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8.01626158,13.4790823,15.334476,18.8529156,19.0469128,19.5972687,19.6879096,19.819708,20.466046,21.2227171,22.5174176,24.961297,25.3783973,25.710485
186,sum_root,7,17,22,35,48,58,79,79,109,110,124,145,160,164,8.64856064,17.91323144,22.4771139,37.42682578,66.63581181,81.50650954,79.94083062,95.47918957,108.5787258,128.2255195,110.9907903,144.9344776,118.172756,150.8698091
187,Lateralroot,0,0,3,5,8,12,14,15,20,28,33,33,33,33,0,0,0.31789905,0.94200684,2.84252792,13.3205838,17.74868325,20.62399714,25.3316601,31.90275684,39.09470442,46.15520648,53.94647486,60.36549296
187,primaryroot,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.22731906,0.4649812,0.9279598,1.0444291,1.0845771,1.2072996,1.212404,1.2289264,1.2544265,1.335588,1.4216634,1.6110313,2.6616674
187,sum_root,0,1,4,6,10,13,15,16,21,29,34,34,34,34,0,0.22731906,0.78288025,1.86996664,5.50419532,14.9316151,18.96108725,21.87842364,26.7533235,33.13168324,40.43029242,47.23978358,55.15377446,61.40992206
188,Lateralroot,0,0,0,5,9,9,9,9,9,9,9,9,9,9,0,0,0,0.731311486,2.597827545,3.80955784,6.909665874,7.56673703,8.636467813,11.62017603,12.81602129,13.69624549,15.08461275,15.52816451
188,primaryroot,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3.249093,5.31828375,7.55598244,9.36131924,12.10440577,13.0705158,16.9586,17.75044863,20.00610682,20.75633254,21.10775412,21.6306838,21.694345,22.1873794
188,sum_root,2,3,3,8,12,12,12,12,12,12,12,12,12,12,3.249093,5.31828375,7.55598244,10.09263073,14.70223332,16.88007364,23.86826587,25.31718566,28.64257463,32.37650857,35.00340069,34.80399961,36.71529655,37.22250951
188,Lateralroot,0,0,3,10,17,21,21,22,24,24,25,27,27,27,0,0,0.710546704,3.19459461,6.207853087,11.35907684,14.60488794,17.82616308,19.67325145,21.46823908,23.9461616,25.1331908,25.88765417,26.78846175
188,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.09773468,5.31658436,7.06840094,10.3957613,12.0565059,13.9790105,14.983405,15.444109,16.0808068,16.692525,17.8113543,18.0596629,18.1112256,18.5308109
188,sum_root,3,3,6,13,20,24,24,25,27,27,28,30,30,30,3.09773468,5.31658436,7.778947644,13.59035591,18.26435899,25.33808734,29.58829294,33.27027208,35.75405825,38.16076408,42.0573872,42.9445451,43.94731707,45.31927265
188,Lateralroot,0,0,3,9,16,17,19,19,21,21,21,21,21,21,0,0,0.51202159,0.991985809,4.123864213,6.95383563,8.751018872,9.975235713,9.988879695,10.39949849,10.67205748,11.37276256,11.468526,11.87915427
188,primaryroot,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1.290326,3.92157165,7.4745675,9.0917084,10.4985827,11.74230148,13.72987244,14.8574016,14.9750507,15.1673137,15.51663255,15.78798625,15.96343815,14.58279663
188,sum_root,2,2,5,11,18,20,22,22,24,24,24,24,24,24,1.290326,3.92157165,7.98658909,10.08369421,14.62244691,18.69613711,22.48089131,24.8462813,25.56681219,24.95028641,27.33620071,27.66714052,26.98515855,25.25485411
189,Lateralroot,0,0,0,1,4,5,8,14,18,22,22,22,24,24,0,0,0,0.073279105,0.182346536,0.758329925,1.15710302,2.558449803,2.924148135,3.813361431,3.912307558,3.971032131,4.054300698,4.142598055
189,primaryroot,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.71358167,4.5479982,5.6664986,8.81657625,10.67728724,11.6104817,13.7755785,16.056788,17.5293432,19.0946274,22.0507486,23.508405,24.02707,24.6599133
189,sum_root,3,3,3,4,7,8,11,17,21,25,25,25,27,25,3.71358167,4.5479982,5.6664986,8.889855355,10.85963378,12.36881163,14.93268152,18.6152378,20.45349134,23.23722546,26.02178073,27.32176643,27.93937756,28.714214
189,Lateralroot,0,0,0,0,0,0,2,4,4,5,5,5,5,5,0,0,0,0,0,0,0.19578661,0.98760581,1.255130685,2.25628968,2.270899136,2.302054215,2.48428684,2.68218539
